,Time,FRET,Error,Enzyme,Replicate,RNA
294,1588.069053,0.046040826,0,7.00E-06,1,1.00E-07
295,1588.069053,0.022001611,0,7.00E-06,1,1.00E-07
296,1588.069053,0.023532439,0,7.00E-06,1,1.00E-07
297,1710.228211,0,0,7.00E-06,1,1.00E-07
298,1710.228211,0.027804896,0,7.00E-06,1,1.00E-07
299,1710.228211,0.020037407,0,7.00E-06,1,1.00E-07
300,1710.228211,0.006193182,0,7.00E-06,1,1.00E-07
301,1832.387368,0.000865458,0,7.00E-06,1,1.00E-07
302,1832.387368,0.039575078,0,7.00E-06,1,1.00E-07
303,1832.387368,0.035408622,0,7.00E-06,1,1.00E-07
304,1832.387368,0.034622843,0,7.00E-06,1,1.00E-07
305,0,0.763993528,0,1.00E-05,1,1.00E-07
306,0,0.777299994,0,1.00E-05,1,1.00E-07
307,0,0.831029025,0,1.00E-05,1,1.00E-07
308,0,0.886051309,0,1.00E-05,1,1.00E-07
309,122.1591579,0.652363787,0,1.00E-05,1,1.00E-07
310,122.1591579,0.606639266,0,1.00E-05,1,1.00E-07
311,122.1591579,0.330151053,0,1.00E-05,1,1.00E-07
312,122.1591579,0.416129142,0,1.00E-05,1,1.00E-07
313,244.3183158,0.436050268,0,1.00E-05,1,1.00E-07
314,244.3183158,0.387225797,0,1.00E-05,1,1.00E-07
315,244.3183158,0.336426373,0,1.00E-05,1,1.00E-07
316,244.3183158,0.418787577,0,1.00E-05,1,1.00E-07
317,366.4774737,0.260967045,0,1.00E-05,1,1.00E-07
318,366.4774737,0.236573123,0,1.00E-05,1,1.00E-07
319,366.4774737,0.188315918,0,1.00E-05,1,1.00E-07
320,366.4774737,0.227342307,0,1.00E-05,1,1.00E-07
321,488.6366316,0.125451808,0,1.00E-05,1,1.00E-07
322,488.6366316,0.112934924,0,1.00E-05,1,1.00E-07
323,488.6366316,0.097311536,0,1.00E-05,1,1.00E-07
324,488.6366316,0.113275842,0,1.00E-05,1,1.00E-07
325,610.7957895,0.079033691,0,1.00E-05,1,1.00E-07
326,610.7957895,0.074539601,0,1.00E-05,1,1.00E-07
327,610.7957895,0.022130007,0,1.00E-05,1,1.00E-07
328,610.7957895,0.053514559,0,1.00E-05,1,1.00E-07
329,732.9549474,0.062662199,0,1.00E-05,1,1.00E-07
330,732.9549474,0.041902216,0,1.00E-05,1,1.00E-07
331,732.9549474,0.006981911,0,1.00E-05,1,1.00E-07
332,732.9549474,0.045282782,0,1.00E-05,1,1.00E-07
333,855.1141053,0.055657377,0,1.00E-05,1,1.00E-07
334,855.1141053,0.029268012,0,1.00E-05,1,1.00E-07
